store_id,name,food_type,avg_rating,menu_items,business_hours,price_tier,price_range_rm,tags,is_synthetic_metadata
n9ox,zainul nasi kandar original no.90,nasi kandar,4.5,"[""Teh Tarik"", ""Ikan Bakar"", ""Sambal Sotong"", ""Ayam Berempah"", ""Satay Set"", ""Laksa Utara""]",Mon-Sat 10:00-20:00,budget,RM8-RM20,"cuisine:malaysian, price:budget, delivery, takeaway, halal-friendly",True
e2lv,ruslina nasi ayam madu,chicken,4.7,"[""Dessert Special"", ""Fresh Juice"", ""Chef Signature Rice"", ""Chicken Chop"", ""Soup of the Day"", ""House Noodle""]",Mon-Sat 12:00-23:00,premium,RM30-RM70,"cuisine:default, price:premium, dine-in, halal-friendly, takeaway, late-night",True
l0ae,"zainul nasi kandar (7,8)",chicken,4.6,"[""House Noodle"", ""Spicy Stir Fry"", ""Seasonal Vegetables"", ""Chef Signature Rice"", ""Fresh Juice"", ""Dessert Special""]",Mon-Sun 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, family-friendly, dine-in, takeaway",True
d4p9,nasi lemak mak ct (taman medan),nasi lemak,4.6,"[""Sambal Sotong"", ""Laksa Utara"", ""Ikan Bakar"", ""Roti Canai"", ""Teh Tarik"", ""Ayam Berempah""]",Tue-Sun 10:00-20:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, delivery, family-friendly, dine-in",True
uhyy,rf tomyam,malaysian,4.5,"[""Ikan Bakar"", ""Roti Canai"", ""Satay Set"", ""Mee Goreng Mamak"", ""Nasi Goreng Kampung"", ""Teh Tarik""]",Tue-Sun 09:00-18:00,budget,RM8-RM20,"cuisine:malaysian, price:budget, takeaway, halal-friendly, spicy",True
z1lv,nasi kukus ayam planta (pj),nasi kukus,4.6,"[""Soup of the Day"", ""Fresh Juice"", ""Seasonal Vegetables"", ""Chicken Chop"", ""Chef Signature Rice"", ""Spicy Stir Fry""]",Tue-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:default, price:premium, halal-friendly, quick-bites, dine-in",True
a3na,m & t corner,fried rice,4.5,"[""Spicy Stir Fry"", ""Chef Signature Rice"", ""Fresh Juice"", ""Dessert Special"", ""Chicken Chop"", ""House Noodle""]",Tue-Sun 16:00-01:00,budget,RM8-RM20,"cuisine:default, price:budget, quick-bites, halal-friendly, dine-in, late-night",True
n6zq,cha cha kitchen's,pasta,4.4,"[""Aglio Olio"", ""Mushroom Soup"", ""Seafood Marinara"", ""Bolognese"", ""Carbonara"", ""Garlic Bread""]",Mon-Sun 10:00-20:00,mid,RM15-RM35,"cuisine:pasta, price:mid, quick-bites, family-friendly, takeaway",True
s8lg,saiva kitchens,vegetarian,4.6,"[""Chicken Chop"", ""Dessert Special"", ""Spicy Stir Fry"", ""Chef Signature Rice"", ""House Noodle"", ""Seasonal Vegetables""]",Mon-Sat 11:00-22:00,mid,RM15-RM35,"cuisine:default, price:mid, dine-in, quick-bites, delivery",True
qrg9,mr tako (taman medan),pancakes & waffles,4.8,"[""House Noodle"", ""Chicken Chop"", ""Soup of the Day"", ""Seasonal Vegetables"", ""Spicy Stir Fry"", ""Chef Signature Rice""]",Mon-Sun 11:00-22:00,premium,RM30-RM70,"cuisine:default, price:premium, delivery, takeaway, family-friendly",True
uawc,keropok lekor ori pantai timur,0 min,4.5,"[""Chicken Chop"", ""Fresh Juice"", ""Soup of the Day"", ""Spicy Stir Fry"", ""Chef Signature Rice"", ""Dessert Special""]",Mon-Sat 12:00-23:00,premium,RM30-RM70,"cuisine:default, price:premium, takeaway, delivery, quick-bites, late-night",True
t7ua,kendi besar tom yam seafood,seafood,4.6,"[""Dessert Special"", ""Fresh Juice"", ""House Noodle"", ""Chef Signature Rice"", ""Soup of the Day"", ""Chicken Chop""]",Mon-Fri 09:00-18:00,premium,RM30-RM70,"cuisine:default, price:premium, dine-in, takeaway, family-friendly",True
gbe6,warisan popiah pak hassan kuala,mee goreng,4.2,"[""Soup of the Day"", ""Chicken Chop"", ""Dessert Special"", ""Fresh Juice"", ""House Noodle"", ""Chef Signature Rice""]",Mon-Sat 16:00-01:00,budget,RM8-RM20,"cuisine:default, price:budget, quick-bites, dine-in, spicy, late-night",True
i65y,malati cafe,indian,4.8,"[""Masala Dosa"", ""Nasi Kandar Set"", ""Paneer Tikka"", ""Mutton Briyani"", ""Teh Masala"", ""Chicken Tandoori""]",Mon-Sun 07:00-15:00,premium,RM30-RM70,"cuisine:indian, price:premium, spicy, takeaway, family-friendly",True
r2kd,restoran mariah,malaysian,4.6,"[""Sambal Sotong"", ""Ikan Bakar"", ""Satay Set"", ""Nasi Lemak Special"", ""Mee Goreng Mamak"", ""Ayam Berempah""]",Mon-Fri 11:00-22:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, halal-friendly, spicy, quick-bites",True
i9qh,restoran d'alissa thai,thai,4.5,"[""Tom Yum Seafood"", ""Green Curry Chicken"", ""Mango Sticky Rice"", ""Basil Chicken Rice"", ""Thai Milk Tea"", ""Pad Thai""]",Mon-Sun 10:00-20:00,mid,RM15-RM35,"cuisine:thai, price:mid, halal-friendly, dine-in, takeaway",True
z8lt,no.2 gerai naling satay @ taman selera jalan othman,fried rice,4.4,"[""Chef Signature Rice"", ""Seasonal Vegetables"", ""Spicy Stir Fry"", ""Soup of the Day"", ""House Noodle"", ""Dessert Special""]",Tue-Sun 10:00-20:00,mid,RM15-RM35,"cuisine:default, price:mid, takeaway, quick-bites, halal-friendly",True
uwvw,kak liza nasi lemak,nasi lemak,4.8,"[""Laksa Utara"", ""Teh Tarik"", ""Satay Set"", ""Ikan Bakar"", ""Nasi Goreng Kampung"", ""Nasi Lemak Special""]",Tue-Sun 07:00-15:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, delivery, family-friendly, dine-in",True
n2sg,d' naim nasi kukus (pj),nasi kukus,4.6,"[""Fresh Juice"", ""Dessert Special"", ""Spicy Stir Fry"", ""Chicken Chop"", ""Chef Signature Rice"", ""Seasonal Vegetables""]",Mon-Sat 07:00-15:00,mid,RM15-RM35,"cuisine:default, price:mid, delivery, halal-friendly, spicy",True
erzb,ah b kopitiam,noodles,4.6,"[""Dry Wantan Mee"", ""Curry Mee"", ""Pan Mee"", ""Fish Ball Noodle"", ""Beef Noodle Soup"", ""Fried Mee Hoon""]",Mon-Sat 12:00-23:00,premium,RM30-RM70,"cuisine:noodles, price:premium, dine-in, delivery, spicy, late-night",True
k6t1,rahmad sambal hijau,asian,4.7,"[""House Noodle"", ""Chef Signature Rice"", ""Seasonal Vegetables"", ""Fresh Juice"", ""Soup of the Day"", ""Dessert Special""]",Mon-Sun 10:00-20:00,premium,RM30-RM70,"cuisine:default, price:premium, family-friendly, dine-in, spicy",True
zjal,krishna vegetarian food,burgers,2.7,"[""Onion Rings"", ""Iced Lemon Tea"", ""Spicy Chicken Burger"", ""Curly Fries"", ""Double Cheese Burger"", ""Classic Beef Burger""]",Mon-Sun 11:00-22:00,budget,RM8-RM20,"cuisine:burgers, price:budget, quick-bites, family-friendly, halal-friendly",True
g41g,nasi lemak ajoy,nasi lemak,4.7,"[""Mee Goreng Mamak"", ""Ikan Bakar"", ""Teh Tarik"", ""Satay Set"", ""Nasi Lemak Special"", ""Nasi Goreng Kampung""]",Mon-Sun 07:00-15:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, dine-in, spicy, halal-friendly",True
wres,warung ibu padang,seafood,4.6,"[""Spicy Stir Fry"", ""Dessert Special"", ""Chef Signature Rice"", ""Fresh Juice"", ""Chicken Chop"", ""House Noodle""]",Tue-Sun 16:00-01:00,premium,RM30-RM70,"cuisine:default, price:premium, spicy, delivery, family-friendly, late-night",True
qeqq,nasi kandar melayu ketagih,nasi kandar,4.3,"[""Satay Set"", ""Ayam Berempah"", ""Nasi Goreng Kampung"", ""Roti Canai"", ""Mee Goreng Mamak"", ""Sambal Sotong""]",Mon-Sun 10:00-20:00,mid,RM15-RM35,"cuisine:malaysian, price:mid, quick-bites, family-friendly, halal-friendly",True
